Name,Team,PlayerId
Aaron Brown,,sa598306
Shaun Anderson,,19453
Zac Ryan,,sa873262
Joan Martinez,,sa917483
Erubiel Armenta,PHI,sa3015125
Michael Mercado,TBR,sa3005024
Eddie Butler,,13453
Chase Johnson,,sa549740
Ryne Harper,,12680
Blake Brown,PHI,sa3014847
Tyler Cyr,,18421
Robert Gsellman,,13696
Robbie Hitt,,sa3004463
Matt Pidich,CIN,sa915680
Victor Alcántara,,15028
Kyle Molnar,,sa3014909
Tyler Johnson,,sa915688
Braden Scott,TOR,sa3018143
Mark Potter,,sa3008066
Nate Griep,,sa875199
Willy Taveras,,sa917753
Bryan Mitchell,,11479
Andy Fisher,CIN,sa1172135
Zach Lee,,11468
Hayden Deal,ATL,sa3004680
Preston Guilmet,,7303
Paul Campbell,MIA,22248
Holden Capps,,sa3004097
Cameron Gann,,sa875845
Austin Kitchen,COL,sa3015124
Nate Fisher,CHW,25512
Brody Koerner,,17748
Joey Gerber,NYY,24591
David Hernandez,,4259
Shane Carle,,15258
Chris Devenski,LAA,12763
Ryan Clark,,sa875057
Nick Wells,,sa828791
Andrew Schultz,PHI,sa3010782
Zach Neff,MIN,sa3008068
Boomer Biegalski,,sa873983
Aaron Barrett,,11243
Quintin Torres-Costa,,sa876206
Cody Sedlock,,19357
Vin Timpanelli,CIN,sa3014814
Ryan Conroy,BAL,sa3007906
Brayan Perez,SEA,sa3006100
Conner Greene,,16455
Braden Zarbnisky,PHI,sa3014791
Taylor Floyd,MIL,sa3011367
Jeanmar Gómez,,9033
Triston Polley,TEX,sa3010258
Jarod Bayless,SEA,sa3010236
Christian Cosby,,sa3007245
Cody Beckman,,sa3004698
Nash Walters,LAA,25413
Dan Winkler,,12237
Dillon Larsen,ARI,sa3018263
Steven Cruz,KCR,sa3003140
Cory Thompson,STL,sa738349
Grant Gavin,,sa918674
Elvis Luciano,,20632
Ben Bowden,,20198
Erik Miller,,sa3011336
Ruben Ramirez,,sa3017474
Scott Kobos,CHC,sa3014856
Caleb Freeman,CHW,sa3011339
Jon Harris,,sa658929
Stephen Woods Jr.,,sa737853
Brian Shaffer,,sa915633
Ben Bracewell,,sa837103
Phil Pfeifer,,sa602699
Francis Martes,,17303
Brett de Geus,,23592
Mack Lemieux,,sa875726
Jesus Zambrano,,sa737066
Mike Wright Jr.,,12586
Andre Granillo,STL,sa3016913
José Mujica,,17821
Nathan Webb,,sa918814
Zach Featherstone,,sa918266
Zach Vennaro,MIL,sa3010326
Gabe Klobosits,,19881
Sam Clay,ARI,16279
Josh Smith,TEX,sa3009923
Glenn Sparkman,,15200
Mitchell Osnowitz,,sa833270
Steven Klimek,,sa876117
Ben Onyshko,SEA,sa3008096
Will Carter,,sa829689
Frank Rubio,,sa3005162
Carlos Belen,SDP,sa736746
Jared Janczak,,sa3010300
Bryan Pall,,sa3008614
Rookie Davis,,14962
Bernie Martinez,SEA,sa3010142
Bear Bellomy,PIT,sa1170484
Lisandro Santos,NYY,sa945728
Sal Romano,,13690
Austin Ross,,sa3007817
Houston Harding,LAA,sa3017820
Jonathan Holder,LAA,16588
Diomar Lopez,CIN,sa828277
Zack Erwin,,sa857605
Braden Shipley,,15158
Garrett Kelly,,sa920187
Tim Naughton,,sa3004713
Aneuris Rosario,,sa828343
Matt Magill,,3950
Alec Wisely,,sa3010305
Joe Record,HOU,sa3008619
Jordan Guerrero,SDP,sa875153
Graeme Stinson,TBR,sa3011900
Addison Russ,,sa3004106
Dillon Maples,,14672
Wladimir Pinto,,sa871482
Kodi Medeiros,,sa828664
Evan Johnson,SEA,sa3010000
Connor Law,TOR,sa3004321
Jake Newberry,,15136
Juan Nicasio,,7731
Justin Vernia,,sa3008626
Denson Hull,,sa3010139
John Beller,STL,sa3014972
Emilio Marquez,KCR,sa3006145
Logan Cozart,,sa875283
Chad Bettis,,10587
Jhonatan German,,sa883710
Adalberto Mejía,,13188
Josh Lucas,,11686
Alexander Guillen,,sa737454
Bubba Derby,,sa875183
Derek Craft,NYY,sa3006824
Shawn Kelley,,7773
Anderson Severino,,20582
Zach Draper,,sa3004355
Diogenes Almengo,,sa835215
Raffi Vizcaíno,,sa736742
Justin Courtney,NYM,sa3015069
Josh D. Smith,,13629
Zach Warren,PHI,sa829420
Jake Thompson,BOS,sa738914
Jordan Sheffield,,19682
Wei-Yin Chen,,13071
Max Roberts,HOU,sa3004014
Sam Williams,,sa3010385
Tyler Thomas,,sa873974
Daniel Mengden,,16980
Sean Mellen,TOR,sa3011865
Kodi Whitley,STL,19731
Chris Gau,TBR,sa3007728
Grant Wolfram,TEX,sa3008313
Rodney Hutchison,SEA,sa3008162
Lincoln Henzman,CHW,sa3005187
Sean Gilmartin,,12781
Heath Fillmyer,,17466
Brent Teller,ARI,sa3018794
Brian Gonzalez,SDP,sa828794
Zach Hart,CLE,sa3009997
Cristopher Molina,,sa828598
Jake Rice,ARI,sa3017593
Elvis Alvarado,DET,sa919291
Jake Fishman,OAK,20060
Wes Benjamin,,19243
Joe Navilhon,,sa918459
Carlos Espinal,,sa872567
Kevin Quackenbush,,12360
Graham Spraker,,sa3004024
Oddy Nunez,,sa874248
Gianluca Dalatri,STL,sa3015119
Brian Glowicki,,sa3004826
Andrew Karp,,sa3007707
Osvaldo Hernandez,SDP,sa975541
Jake Faria,,13699
Tyler Lyons,NYY,11334
Matt Albers,,4300
Dellin Betances,,6216
Cory Gearrin,,7947
Will Kobos,PIT,sa3007614
Gregory Santos,CHW,21894
Kyle Dohy,,20334
Zack Hess,DET,sa3010777
Kai-Wei Lin,,sa919537
Burch Smith,,12784
Konner Wade,,14655
Zach Willeman,KCR,sa3008443
Tyler Olson,,14741
Leon Hunter Jr.,SEA,sa3010260
Travis Perry,,sa3007488
Jasseel De La Cruz,OAK,sa879559
Tanner Dodson,LAD,sa3007008
Stefan Crichton,ARI,16058
Adrian Almeida,,sa658087
Chester Pimentel,,sa877342
Kervin Castro,DET,21656
Charlie Ruegger,,sa3008427
Dan Goggin,,sa3009998
Alex Katz,,sa827486
Nick Kuzia,COL,sa3004493
Kevin Coulter,,sa3010115
Jonathan Aro,,14699
Holden Laws,SEA,sa3008332
Nick Howard,CIN,sa827196
Travis Bergen,,18581
Jefry Yan,MIA,sa828460
Kyle Ryan,,11753
Cristofer Melendez,PIT,sa873429
Jeff Singer,,sa919323
Aaron Hernandez,LAA,sa3008599
Austin Drury,,sa3008043
Angel De Jesus,,22323
Junior Guerra,,5702
Nick Goody,,13685
Derek West,HOU,sa3010557
Michael Gomez,NYY,sa3008454
Ralph Garza Jr.,,17682
Dylan Hall,NYM,sa3015008
Nick Thwaits,SDP,sa3008333
Reid Schaller,WSN,sa3008023
Jimmy Lambert,CHW,19541
Tyler Zuber,ARI,20379
Neil Ramírez,,7677
AJ Ramos,,8350
Jose Martinez,STL,sa3002796
Kyle Marman,CLE,sa3008668
Tahnaj Thomas,PIT,sa3003066
Keegan Curtis,LAD,sa3007833
Julio Pinto,CIN,sa736965
Brett Graves,,16218
Jason Bahr,,sa3004744
Angel Acevedo,,sa917893
Nick Kennedy,COL,sa3004987
Kit Scheetz,,sa873684
Wade Davis,,7441
Trey Cobb,PHI,sa918276
Brett Daniels,CLE,sa3008127
Hunter Schryver,,sa873263
Brady Lail,,14707
Ronald Bolaños,KCR,20041
Francisco Morales,,22913
Evan Kravetz,CIN,sa3010559
Kevin Gadea,,sa735841
Blake Goldsberry,COL,sa3014978
Easton Lucas,BAL,sa1159925
John Ghyzel,,sa3004473
Derrik Watson,,sa3005034
Tyler Carr,,sa3007491
Jeffrey Passantino,PIT,sa915726
Josh A. Smith,,10946
Jacob Wallace,KCR,sa3010374
Justin Evans,MIA,sa3014795
Matt Minnick,NYY,sa3011369
Lane Ramsey,CHW,sa3006774
R.J. Freure,,sa3008159
Eric Yardley,,15538
Michael Danielak,OAK,sa918811
Trevor Hildenberger,SFG,17002
Cam Alldred,PIT,25078
Josh Tomlin,,9388
John O'Reilly,PIT,sa3008134
Mason Fox,SDP,sa3007460
Phillips Valdez,COL,15605
Trenton Toplikar,,sa3007803
Ofreidy Gómez,BAL,sa737451
Andrew Mitchell,,sa3007801
Adam Stauffer,BAL,sa3005146
Montana DuRapau,,16768
Josh Green,ARI,sa3006701
Griffin Roberts,STL,sa3008483
David Hess,,16130
Alec Bettinger,,20312
Omar Cruz,PIT,sa3006971
Dylan Spacke,BOS,sa3010812
Alan Strong,TBR,sa3006768
Ryley Gilliam,NYM,sa3008225
Austin Briggs,OAK,sa3007261
Jared Tobey,,sa3007263
Zack Phillips,KCR,sa1170425
Ryan Dull,,13974
Luke Farrell,,15101
Corey Oswalt,,13677
Skylar Arias,,sa918539
Norwith Gudino,BOS,sa872808
Thomas Ruwe,TOR,sa3014874
JC Keys,CIN,sa1170341
Stephen Villines,TEX,sa874197
Bobby Poyner,,17987
Cam Hill,,16840
Zac Grotz,,18256
C.J. Eldred,KCR,sa3006697
Brendan Cellucci,BOS,sa3011710
Solomon Bates,,sa3006951
Nathan Ocker,,sa3009983
Matt Seelinger,PHI,sa3004483
Jonathan Hennigan,,sa918447
Nelvin Correa,,sa3003103
Demarcus Evans,NYY,21087
R.J. Alvarez,,13401
Andre Scrubb,,20329
Josh Hejka,NYM,sa3011152
Barrett Loseke,NYY,sa3008243
Trey Jeans,CHW,sa3010265
Felix Minjarez,SDP,sa3007272
Joel Peguero,,sa917689
Nick Robertson,LAD,sa3011248
Kyle Hill,SEA,sa3009922
Wei-Chung Wang,,14382
Garvin Alston,WSN,sa3010238
Tyler Burch,BAL,sa1172727
Mike Shawaryn,,19495
Wes Robertson,,sa3004491
Oliver Garcia,,sa917415
Boby Johnson,COL,sa3006983
Franny Cobos,HOU,sa3006494
Bryan King,HOU,sa3010580
Luis Madrazo,SDP,sa3019134
Hunter Peck,,sa3014873
Michel Otanez,,sa932611
Andrew Magno,DET,sa3010824
Tanner Myatt,NYY,sa3007719
Franklin Dacosta,TBR,sa3002925
Stevie Branche,CIN,sa3014866
Reggie McClain,NYY,19311
Luís Madero,MIA,20399
Randy Labaut,CLE,sa3010615
Jaime Schultz,,15066
Ruben Garcia,,sa918319
Jonah Dipoto,KCR,sa3010776
Bobby Wahl,,14832
Chavez Fernander,DET,sa3007240
Gregori Vasquez,,sa873328
Antonio Santos,,20383
Anderson Paulino,KCR,sa3007991
Ty Tice,,20177
Carson Teel,WSN,sa3007597
Gabe Morales,SDP,sa3002781
Freylin Garcia,,sa941791
Eli Lingos,COL,sa3006798
Hunter Bigge,CHC,sa3011341
Edgar Arredondo,,sa732750
Hunter Breault,OAK,sa3017499
Zach Brzykcy,WSN,sa3014984
Tyler McKay,PHI,sa3007851
Bryce Conley,OAK,sa3004704
Dylan Rheault,,sa738309
Chance Adams,,18135
Jordan Yamamoto,,17585
Jack Anderson,,sa874072
Jhordany Mezquita,PHI,sa3004860
Blake Bass,TEX,sa875190
Yusmeiro Petit,,4020
Nick Ernst,NYY,sa3010558
Luis Oviedo,CLE,21728
Michael Brettell,STL,sa3008020
Vidal Nuño,,9674
David McKay,,19814
Peyton Alford,SEA,sa3016843
Rob Whalen,,14165
Carlo Reyes,LAD,sa3008713
Bernardo Flores Jr.,,19561
Jake Haberer,SEA,sa3008514
Patrick Smith,,sa1170802
Patrick Dayton,,sa3004482
Seth Nordlin,MIN,sa3004215
Steven Jennings,NYY,sa3004812
Tyree Thompson,,sa918618
Trayson Kubo,OAK,sa3010314
Alex FaGalde,,sa3004602
Mark Washington,LAD,sa3005194
Ryan Olson,CIN,sa918258
Fred Villarreal,SEA,sa3011477
Sean Wymer,,sa3007204
Matt Dennis,,sa918295
Chandler Casey,,sa3010820
Robert Dugger,CIN,19191
Noah Denoyer,BAL,sa3011889
Argenis Angulo,,sa829470
Gabriel Ynoa,,12938
Sam Ryan,TOR,sa3010627
Ofelky Peralta,,sa828239
Tyler Clippard,,5640
Seth Blair,,sa526934
Tom Windle,,sa549785
Mark Appel,,14823
Miguel Aguilar,,19246
Conner Loeprich,BAL,sa3006986
Kaleb Ort,BOS,20061
Francys Peguero,WSN,sa748442
Casey Cobb,BOS,sa3014868
Derrick Adams,,sa3009933
Oliver Ortega,,21025
Locke St. John,,16850
Yeizo Campos,,sa919234
Edgar Navarro,CHW,sa3005703
Julian Garcia,,sa918182
Will Klein,KCR,sa3014487
Drew Gagnon,,12545
Jordan Gore,MIN,sa3004127
Tyler Bashlor,,15203
Patrick Halligan,KCR,sa3017319
Cody Scroggins,BOS,sa3011417
Cameron Gibbens,,sa3014797
Aaron Ochsenbein,LAD,sa3011241
Mark Melancon,ARI,4264
Ramon Perez,SDP,sa3004005
Christian Chamberlain,KCR,sa3014486
Braeden Ogle,,sa917989
Jacob Lemoine,,19785
Cayne Ueckert,CHC,sa3010789
Aaron Fletcher,SFG,22052
Cyrillo Watson,,sa3011557
Kevin Malisheski,,sa919034
Carlos Garcia,TBR,sa3006590
Nick Tropeano,,12385
Wesley Rodriguez,ARI,sa875566
Jackson McClelland,,sa659000
Robert Winslow,SEA,sa3010263
Hunter Parsons,NYM,sa3011606
Matt Withrow,,sa659074
Kyle Johnson,CHC,sa921678
Didier Vargas,CHC,sa3002981
Marcus Reyes,,sa3004489
Connor Higgins,,sa3006808
Kieran Lovegrove,,sa657950
Braden Bristo,TBR,sa918549
Andrew McInvale,MIA,sa3011143
Jhonleider Salinas,,sa873497
Danny Dopico,,sa875346
Trey Cumbie,,sa3006954
Jacob Webb,LAA,19274
Ryan Zeferjahn,BOS,sa3011217
Yennier Cano,BAL,25911
Malvin Pena,WSN,sa830644
Brock Stewart,MIN,16727
Patrick Weigel,,17792
Devin Smeltzer,,19487
Dakota Donovan,LAA,sa3014783
R.J. Dabovich,SFG,sa3014431
Devin Conn,HOU,sa3007252
Will Gaddis,COL,sa829731
Ty Weber,SFG,sa3014788
Jerson Ramirez,CLE,sa3006541
Zack Plunkett,,sa3011394
Parker Caracci,TOR,sa3010619
Matt Willrodt,SEA,sa3007478
J.T. Hintzen,,sa3006763
Nivaldo Rodriguez,,22449
Javy Guerra,,7407
Kyle Dowdy,BAL,19285
Gabriel Ponce,TOR,sa3009985
John Matthews,TEX,sa3010311
Dakota Chalmers,,sa875017
Trey Riley,ATL,sa3007611
Adam Warren,,9029
Kelvin Nunez,SEA,sa3002816
Edward Cuello,,sa3002795
Jerry Blevins,NYM,7841
Justin Slaten,TEX,sa3010309
Hansen Butler,,sa3011363
Nick Lackney,,sa3010786
Kevin Gowdy,,sa917928
Shelton Perkins,BAL,sa1169965
Salvador Justo,,sa737459
Miguel Romero,OAK,sa3003109
Brian Howard,OAK,sa918377
Adam Plutko,,15846
Levi Kelly,ARI,sa3008500
Cole Uvila,BAL,sa3006804
Luis Perez,,sa873758
Mike Morin,,13442
Chad Sobotka,,17470
Davis Daniel,LAA,sa3015037
Jay Flaa,ATL,18140
Jake Elliott,,sa919409
Jake Prizina,BAL,sa3011346
Cam Opp,NYM,sa3014853
Nick Highberger,,sa872728
Chris Rusin,,9895
Zach Haake,KCR,sa3008523
Michael Horrell,HOU,sa3010322
Kyle Bird,,16618
Spencer Stockton,CIN,sa3011500
Donovan Benoit,CIN,sa3017464
Ryan Buchter,,9456
Clayton McGinness,BAL,sa1170265
Eury Ramos,,sa873729
Touki Toussaint,,16929
Kevin Marnon,,sa3005261
Will Gardner,,sa3007484
Bryan Sammons,,sa3003932
Brian Johnson,,14272
Josh Roberson,TBR,sa3007721
Jordan Martinson,,sa3011797
Julian Valdez,,sa3010656
Zach Bryant,BOS,sa3011368
Nick Gallagher,CHW,sa3005408
Pat Neshek,,4682
Mickey Jannis,,11071
Matt Hall,,18076
Austin Reich,,sa3011326
Caleb Baragar,,19231
Ricky DeVito,PIT,sa1116003
Grant Ford,PIT,sa3010625
Nick Kingham,,11694
Shawn Semple,NYY,sa3004661
Melvin Jimenez,,sa917739
Tyler Schimpf,,sa829573
Enmanuel Mejia,TBR,sa3009262
Yennsy Díaz,,20218
Pearson McMahan,,sa918461
Yefri Del Rosario,KCR,sa3002971
Sam Selman,,13397
Andrew Gross,TBR,sa3010127
Tristan Garnett,PHI,sa3017473
Wes Parsons,,14764
Christian Montes De Oca,ARI,sa3018207
Morgan McSweeney,BAL,sa3010781
Wily Peralta,,7738
Dylan Bice,MIA,sa918551
Robert Broom,CLE,sa3007235
Graham Lawson,,sa3014780
Edgar Barclay,NYY,sa1170012
Nolan Clenney,NYM,sa3015328
Hunter Speer,,sa3007970
Troy Bacon,,sa918926
Edubray Ramos,,16086
Adrian De Horta,,sa737857
Manuel Cachutt,CIN,sa3003133
Karan Patel,CHW,sa1169765
Cre Finfrock,,sa829399
Jacob Patterson,,sa3002777
Deck McGuire,,11596
Isaac Mattson,,20385
Luis Angel Rodriguez,HOU,sa3005435
Tyler Yankosky,WSN,sa1170108
Nathan Witt,,sa3005340
Dakota Mekkes,,sa915807
Keith Rogalla,,sa829753
Cody Allen,,12183
Kasey Kalich,KCR,sa1169633
Kyle McGrath,,16793
Tyler Driver,SEA,sa3010253
Jake Cantleberry,LAD,sa3011237
Brian Marconi,PHI,sa3010665
Joey Steele,,sa3010382
Grant Holmes,ATL,sa828669
Dakody Clemmer,,sa918421
Edgar García,,19276
Ryan Tepera,LAA,10291
Alec Barger,ATL,sa3010566
Brady Puckett,MIA,sa829632
Eduarniel Nunez,CHC,sa3005284
Tyler Palm,MIN,sa3007270
Jacques Pucheu,CIN,sa3010631
Nic Laio,,sa3009861
Akeem Bostick,,15979
Jhony Brito,NYY,sa916962
Bobby Milacki,SDP,sa3007216
Alec Gamboa,LAD,sa3011249
Carlos Sanabria,DET,16634
Jake McSteen,ATL,sa3015087
Clay Aguilar,NYY,sa3015003
Hector Perez,TBR,18592
Trent Fennell,COL,sa3007811
Willy Gaston,,sa3009937
Luke Taggart,COL,sa3017932
Parker Bugg,,sa738946
Dennis Boatman,CIN,sa3017778
Justin Lewis,CLE,sa3008577
Brandon Williamson,CIN,sa3011494
Mike Adams,PHI,sa3014875
Ben Harris,LAD,sa3017779
Ben Rowen,,10983
Ryan Shreve,STL,sa3010555
Jorge Benitez,SEA,sa3004462
Heath Holder,,sa602623
Griffin McLarty,BAL,sa1115734
Thomas Ponticelli,CLE,sa3007730
Aaron Northcraft,,10218
Miguel Medrano,,sa947763
Matt Eckelman,,sa857600
Andrew Bash,TOR,sa3010259
Michael Costanzo,,sa3007620
Brandon Dufault,LAA,sa3017257
Raul Brito,SDP,sa928287
Yoan Aybar,,sa829086
Bryce Tassin,DET,sa3010814
J.P. Woodward,PHI,sa3014809
Miguel Pena,ATL,sa3003115
Josh Rogers,COL,18510
Amos Willingham,WSN,sa1170021
Jack Sinclair,WSN,sa3017596
Paul Schwendel,,sa621512
Caleb Wurster,MIA,sa3016910
Jol Concepcion,TOR,sa3002947
Ryan Och,SDP,sa3017146
Shea Murray,,sa3006760
Emilker Guzman,LAA,sa3003158
Franklin De La Paz,LAD,sa3002811
Grant Black,STL,sa3014846
Pedro Báez,,5420
Leonardo Taveras,STL,sa3002934
Mat Olsen,SFG,sa3017882
Juan Sanchez,SFG,sa3005444
Aidan Anderson,,sa3011250
Nomar Rojas,TBR,sa3009742
Sammy Peralta,CHW,sa3010301
Ricky Salinas,,sa3007456
Davis Sharpe,CLE,sa3018112
Justin Shafer,,16132
Matt Givin,MIA,sa3005229
Ryan Sublette,LAD,sa3017781
Jack Ralston,STL,sa3011296
Karlos Morales,MIL,sa3005285
Tim Peterson,,13946
Blaine Knight,BAL,sa3008532
Conor Grammes,ARI,sa3011651
Gabriel Yanez,PHI,sa3005332
Kazuhisa Makita,,19757
Wandisson Charles,BAL,sa874818
Rolddy Munoz,ATL,sa3011575
Devon Roedahl,,sa3010774
Jose Betances,HOU,sa3004867
Bennett Sousa,CHW,21345
Conor Larkin,TOR,sa3018092
Nick Trogrlic-Iverson,STL,sa3014782
Bryan Warzek,,sa3008165
Brandon Withers,,sa3005217
Joe Nahas,CHC,sa3011679
Shea Spitzbarth,,18475
Carlos Vargas,ARI,sa3007467
Michael Giacone,NYY,sa3014802
Miguel Rodriguez,MIN,sa3006570
Arman Sabouri,,sa3010140
RJ Petit,DET,sa3017848
Riley Martin,CHC,sa3017601
Aaron Haase,DET,sa3017849
Alan Mundo,SDP,sa3005688
Gabriel Sequeira,DET,sa3014858
Owen Griffith,MIN,sa1115899
Nathan Lavender,NYM,sa3017917
Eddy Yean,PIT,sa3006543
Manuel Alvarez,,sa3005410
Jake Sommers,COL,sa3010778
Serafino Brito,OAK,sa3010312
Matt Gill,,sa1170441
Jordan Jones,CLE,sa3009984
Cody Greenhill,WSN,sa3017608
Danny Coulombe,,13293
Roither Hernandez,TOR,sa3004333
Darren McCaughan,SEA,20038
Cole Winn,TEX,sa3008662
Jack Neely,NYY,sa3017947
Jack O'Loughlin,DET,sa3006959
Franklin Van Gurp,,sa3004709
Jose Alcantara,ARI,sa3007819
Anthony Molina,TBR,sa3009727
Alex Segal,ATL,sa919036
Jack Aldrich,KCR,sa3017145
Keegan Collett,SDP,sa3011192
Tai Tiedemann,,sa918110
Ryan Castellani,,16377
Dante Mendoza,PIT,sa3005361
Luis Guerrero,BOS,sa3018288
Raymond Burgos,SFG,sa918469
Mike Hauschild,,14033
Beau Burrows,LAD,18873
Kade Strowd,BAL,sa3011418
Adam McKillican,COL,sa3017687
Mike Mokma,,sa3014794
Cristian Charle,MIA,sa3006407
Shohei Tomioka,OAK,sa3014808
Tommy DeJuneas,,sa915735
Dylan Spain,COL,sa3017134
Remey Reed,,sa918085
Mitchell Miller,PIT,sa3018279
Aldry Acosta,LAD,sa3002794
Patrick Murphy,MIA,sa3018252
Austin Smith,ATL,sa3017071
Listher Sosa,ARI,sa3009725
Brock Whittlesey,OAK,sa1172219
Todd Peterson,WSN,sa3011334
Caden Monke,KCR,sa3017305
Michael Flynn,SEA,sa3006803
Aaron Perry,BOS,sa1055363
Michael Brewer,TEX,sa3015149
Antonio Menendez,TBR,sa3018799
Conor Dryer,TBR,sa3017131
Shelby Lackey,COL,sa3006771
Santiago Florez,PIT,sa3003026
Michael YaSenka,STL,sa1170117
Cole McDonald,HOU,sa3010652
Nick Morreale,SFG,sa3011533
Chris Mauloni,DET,sa3014977
Jorge Rodriguez,BOS,sa3006074
Jon Olsen,MIN,sa3015032
Anthony Simonelli,KCR,sa3017312
Jack Anderson,DET,sa3017872
Kevin Milam,,sa3010819
Jack Carey,PIT,sa3017887
Austin Smith,,sa874790
Rodolfo Sanchez,PHI,sa3003009
Jordan Holloway,,20631
Jose Cruz,SFG,sa3006383
Brooks Crawford,CIN,sa3011554
Jordan DiValerio,BOS,sa3014865
Sean Poppen,,19583
Jarod Wright,CHC,sa3015109
Carter Loewen,SDP,sa3014844
Will Tribucher,COL,sa3007720
Burl Carraway,CHC,sa3014495
Drew Hutchison,TOR,10732
Justin Marsden,,sa875330
Ronaldo Alesandro,ATL,sa3007627
Mailon Arroyo,,sa872457
A.J. Alexy,CHW,22343
Owen Holt,CIN,sa3017861
Luis Montas,NYM,sa3015102
Nathanael Perez Lopez,TOR,sa3002988
Sergio Umana,PIT,sa3009623
Cam Robinson,MIL,sa3005216
Orlando Rodriguez,,sa3011421
Chase Plymell,CHW,sa3017985
Carlos Romero,WSN,sa3003106
Hayden Seig,LAA,sa3018115
Joey Stock,BOS,sa3015309
Adam Laskey,CHC,sa3014851
Benito Garcia,NYM,sa3005891
Ryan Miller,BOS,sa3008035
Tim Elliott,SEA,sa1169632
Michael Kirian,WSN,sa3017594
Mitch Ellis,KCR,sa3014796
Jose Geraldo,SDP,sa3006070
Anderson Pilar,COL,sa917899
Chris Gerard,STL,sa3017507
Davis Moore,WSN,sa3010780
Sandel De La Cruz,,sa3004652
Will McAffer,,sa3006757
Cooper Bradford,CHW,sa3010310
Juan Mejia,COL,sa3003159
Trey McLoughlin,NYM,sa3017277
Jake Reindl,CHC,sa3011523
Jonathan Hughes,PHI,sa3014908
Carlos A Francisco,PHI,sa3010827
Collin Sullivan,ARI,sa3017192
Christian Suarez,LAD,sa3009222
Carlos Suniaga,,sa873291
Sam Hellinger,,sa3009919
Derek Molina,MIN,sa3005202
Jayvien Sandridge,CIN,sa3007621
Miguel Gomez,WSN,sa3009527
Sam Jacobsak,PHI,sa3015359
Nick Roth,,sa3010669
Leury Tejada,TEX,sa3007935
Xavier Moore,BAL,sa3004348
Cameron Brown,DET,sa3018260
Alaska Abney,CLE,sa3017308
Luarbert Arias,MIA,sa3007599
Graham Hoffman,BOS,sa3018238
Julio Dilone,SEA,sa3015085
Tyler Watson,,sa876164
Brett Standlee,SFG,sa3017388
Alex Pham,BAL,sa3017550
Carson Rudd,CIN,sa3014812
Jean Casanova,,sa918959
Hugh Fisher,ARI,sa3017255
Jose Mora,,sa875839
Michael Bienlien,DET,sa3010649
Jesus Linarez,,sa832333
Antonio Knowles,LAD,sa3017387
Malik Barrington,MIN,sa3017644
Ryan Hendrix,ARI,19535
Fabian Blanco,,sa873152
Ty Madrigal,CHW,sa3014800
Jeff Belge,TBR,sa3011231
A.J. Candelario,,sa3018176
Bryce Nightengale,,sa3007481
Parker Harm,KCR,sa3017198
Daniel Lloyd,BAL,sa3017538
Austin Lambright,,sa3007236
Hunter Haworth,ARI,sa3005318
Garrett Farmer,,sa3010811
Chris Roycroft,STL,sa3019635
Reinaldo De Paula,LAD,sa3002820
Nathan Burns,LAA,sa3017309
Williander Moreno,DET,sa3005698
Tyler Myrick,SFG,sa3017541
Jake Gilbert,CIN,sa1172846
Trevor Holloway,NYY,sa3014859
Eric Pardinho,TOR,sa968102
Jojanse Torres,HOU,sa3006955
Bailey Dees,NYY,sa3017946
Regi Grace,MIN,sa3008101
Kyle Hinton,,sa3006981
Cole Percival,LAD,sa3014919
Gilberto Chu,,sa873302
Addison Moss,,sa3011780
Bailey Reid,CHC,sa3014867
Nate Jones,,sa3010003
Manuel Medina,MIA,sa3011728
Tanner Propst,COL,sa3015075
Destin Dotson,TEX,sa3009988
Alfredo Ruiz,STL,sa3017506
Tyler Suellentrop,,sa3006831
Gerald Ogando,ARI,sa3005026
Luis Alvarado,,sa3007454
Isaiah Carranza,CHW,sa3015001
Samuel Perez,MIN,sa3008176
Tyler Ahearn,COL,sa3017747
Robert Kwiatkowski,BOS,sa3014929
Blake Holub,DET,sa3018147
Tanner Driskill,,sa3007480
Justin Kelly,TOR,sa3017072
Michael Hobbs,LAD,sa3017498
Brayden Theriot,,sa3011242
Angel Chivilli,COL,sa3009470
Harold Cortijo,NYY,sa3004588
Conner O'Neil,,sa915599
Ryan Williamson,,sa3008258
Rob Griswold,ATL,sa3018118
Bradley Hanner,CLE,sa3010837
Kipp Rollings,,sa3009857
Tyler Gillies,,sa3008645
Austin Vernon,TBR,sa3017138
Taylor Widener,,19266
Victor Lopez,PHI,sa3009636
Jacinto Arredondo,,sa3015009
Troy Stainbrook,WSN,sa3014806
Carlos Campos,PIT,sa3005457
Angel Reyes,DET,sa3006985
Kyle Whitten,TBR,sa3016936
Eris Filpo,,sa917835
Jose Montilla,ATL,sa3003102
Alexander Montero,,sa3005222
Luis Ramirez,,sa917821
Delvin Capellan,KCR,sa3002996
Darwinzon Hernandez,BAL,19848
Austin Brice,ARI,17237
Jordan Bocko,,sa3011348
Julian Smith,LAD,sa3010129
Yeuris Jimenez,MIA,sa3006386
Daniel Juarez,NYM,sa3011139
Jonathan Pendergast,,sa3011140
Jake Schrand,MIA,sa3016938
Theo McDowell,TEX,sa3007809
Cody Tyler,,sa3007265
Johzan Oquendo,CHC,sa3015148
Evy Ruibal,,sa3004732
Zach Daniels,,sa3007774
Tyler Smith,,sa3006828
Greg Veliz,,sa1054455
Eudrys Manon,TEX,sa3009631
Damian Mendoza,TEX,sa3005430
